,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,CatG3
173,GP,M,16,U,LE3,T,0,0,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,5,4,5,3,5,5,0,9,8,10,C
174,GP,M,17,R,LE3,T,0,0,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,1,3,2,2,2,5,8,8,8,9,C
175,GP,M,17,R,GT3,T,1,0,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,5,4,4,1,4,3,4,7,6,8,C
176,GP,M,15,U,LE3,T,0,0,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,5,4,4,2,4,5,2,8,9,10,C
177,GP,M,16,U,GT3,T,0,1,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,C
178,GP,M,17,R,LE3,T,0,0,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,C
179,GP,M,17,U,GT3,T,1,0,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,5,5,2,1,1,2,10,8,7,8,C
180,GP,M,16,U,GT3,T,0,0,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,5,3,5,2,4,4,0,9,10,11,B
181,GP,F,16,U,GT3,T,1,0,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,1,3,0,17,17,18,A
182,GP,F,16,U,GT3,T,0,0,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,B
183,GP,F,16,U,GT3,T,1,1,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,2,1,1,3,0,16,16,17,A
184,GP,M,16,U,GT3,T,1,1,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,1,4,5,2,4,2,4,9,9,10,C
185,GP,M,16,U,GT3,T,0,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,3,0,16,17,18,A
186,GP,M,17,U,LE3,T,1,1,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,5,0,11,9,10,C
187,GP,F,16,U,GT3,T,0,1,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,5,3,5,1,1,3,0,14,13,13,B
188,GP,F,16,U,LE3,T,1,1,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,4,0,14,14,15,B
189,GP,M,17,U,LE3,T,1,1,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,4,4,4,4,4,0,10,11,11,B
190,GP,F,16,U,GT3,T,0,0,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,1,4,4,1,4,5,0,13,12,14,B
191,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,4,4,4,11,9,10,C
192,GP,M,16,R,GT3,T,1,0,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,3,4,3,8,10,9,11,B
193,GP,M,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,B
194,GP,M,16,U,GT3,T,1,1,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,1,4,3,2,3,3,4,11,10,11,B
195,GP,M,16,U,GT3,T,1,1,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,2,3,1,2,3,0,11,12,13,B
196,GP,F,17,U,GT3,T,0,1,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,A
197,GP,F,17,U,LE3,T,1,1,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,B
198,GP,F,16,U,GT3,T,1,0,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,A
199,GP,M,17,U,GT3,T,1,1,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,4,2,3,4,6,11,13,14,B
200,GP,M,16,U,GT3,T,0,0,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,1,3,3,1,2,3,0,10,9,11,B
201,GP,M,16,U,LE3,T,0,0,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,2,3,1,2,5,0,13,14,16,A
202,GP,F,17,U,GT3,A,1,1,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,1,3,3,1,3,3,10,12,13,14,B
203,GP,M,17,R,GT3,T,0,0,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,1,1,3,1,5,3,6,9,9,10,C
204,GP,F,16,U,GT3,T,0,1,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,2,6,12,12,13,B
205,GP,F,17,U,GT3,T,0,0,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,B
206,GP,M,17,U,GT3,T,0,0,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,5,4,4,4,5,5,16,10,11,12,B
207,GP,M,16,R,GT3,T,1,1,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,3,4,5,0,11,10,10,C
208,GP,M,16,U,GT3,T,0,1,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,B
209,GP,F,17,U,LE3,T,0,1,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,5,8,14,15,16,A
210,GP,M,17,U,GT3,T,1,1,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,B
211,GP,M,16,R,LE3,T,1,1,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,1,3,4,3,5,3,16,10,11,12,B
212,GP,F,17,U,GT3,T,1,1,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,5,2,4,2,3,2,30,14,15,16,A
213,GP,F,16,U,LE3,T,1,1,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,5,2,1,2,3,0,11,10,11,B
214,GP,F,16,U,GT3,T,1,1,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,5,2,2,14,14,15,B
215,GP,F,16,U,GT3,T,0,1,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,5,4,3,1,3,4,4,11,12,12,B
216,GP,F,17,U,GT3,T,0,0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,no,5,4,4,1,3,1,0,14,15,15,B
217,GP,F,17,R,GT3,T,0,0,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,B
218,GP,F,16,R,GT3,T,0,0,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,B
219,GP,F,17,U,GT3,T,1,1,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,5,4,3,3,4,5,14,8,9,8,C
220,GP,F,16,U,GT3,A,1,0,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,3,3,2,2,4,2,11,11,12,B
221,GP,F,16,U,GT3,T,1,1,teacher,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,B
222,GP,F,16,U,GT3,T,0,0,at_home,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,4,5,2,12,13,13,B
223,GP,F,17,R,GT3,T,1,1,teacher,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,2,1,1,4,0,11,12,12,B
224,GP,F,19,U,GT3,T,1,1,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,3,4,12,12,12,B
225,GP,M,17,U,LE3,T,1,1,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,B
226,GP,F,16,U,GT3,A,0,0,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,1,3,4,1,1,4,0,13,13,13,B
227,GP,M,18,U,GT3,T,0,0,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,10,12,11,11,B
228,GP,F,17,R,LE3,T,1,1,services,other,other,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,B
229,GP,F,17,U,LE3,T,1,0,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,3,1,2,14,16,15,B
230,GP,F,17,U,GT3,T,1,1,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,1,4,5,2,4,1,16,11,9,10,C
231,GP,M,18,U,LE3,T,1,1,services,health,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,4,2,4,4,10,10,10,10,C
232,GP,F,17,U,GT3,T,0,1,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,1,3,3,1,4,3,4,12,13,13,B
233,GP,F,17,U,GT3,T,0,0,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,4,0,12,12,13,B
234,GP,F,17,R,GT3,T,0,0,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,5,1,2,5,0,11,10,11,B
235,GP,F,17,U,GT3,T,0,0,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,5,3,4,1,1,5,12,12,12,12,B
236,GP,F,16,U,GT3,T,0,1,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,1,3,1,1,1,3,0,13,13,14,B
237,GP,M,18,U,GT3,T,0,0,other,other,home,mother,2,2,3,no,yes,yes,no,yes,yes,yes,no,1,3,3,5,5,4,9,10,9,10,C
238,GP,F,16,U,GT3,T,1,1,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,A
239,GP,F,18,R,GT3,T,1,0,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,C
240,GP,F,17,U,GT3,T,1,0,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,A
241,GP,M,17,U,LE3,T,0,1,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,B
242,GP,M,18,U,LE3,T,0,0,at_home,other,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,3,2,4,5,3,2,9,10,11,B
243,GP,F,17,U,GT3,A,0,0,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,1,2,3,1,2,3,0,15,15,16,A
244,GP,F,17,U,LE3,T,1,1,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,2,3,1,2,3,0,14,12,12,B
245,GP,M,17,R,GT3,T,0,0,other,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,2,1,1,1,0,12,13,13,B
246,GP,M,17,U,GT3,T,1,1,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,5,5,1,3,2,0,13,13,13,B
247,GP,M,16,U,GT3,T,1,1,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,4,2,4,1,0,13,13,14,B
248,GP,M,16,U,LE3,T,0,0,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,1,4,2,1,1,5,2,9,9,9,C
249,GP,M,16,U,GT3,T,1,0,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,B
250,GP,M,17,U,LE3,T,0,0,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,5,4,2,5,5,4,0,16,16,16,A
251,GP,F,16,U,GT3,T,0,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,5,2,1,1,5,4,9,10,10,C
252,GP,F,16,U,GT3,A,1,0,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,B
253,GP,F,18,U,LE3,A,0,1,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,3,18,10,10,10,C
254,GP,F,18,U,LE3,T,0,0,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,C
255,GP,F,18,U,GT3,T,1,1,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,5,1,1,1,1,3,14,8,7,7,C
256,GP,M,18,U,GT3,T,0,0,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,5,4,3,2,2,1,26,7,8,8,C
257,GP,M,17,U,GT3,T,1,1,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,2,1,1,2,5,6,10,8,9,C
258,GP,F,17,U,GT3,T,1,0,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,B
259,GP,F,17,U,LE3,T,0,0,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,2,4,10,11,10,10,C
260,GP,F,16,U,GT3,T,0,0,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,B
261,GP,F,17,R,GT3,T,0,0,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,3,2,13,13,13,B
262,GP,F,17,R,LE3,A,0,1,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,C
263,GP,M,18,U,GT3,T,0,0,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,C
264,GP,F,17,U,LE3,A,0,0,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,1,1,2,1,1,1,8,11,9,10,C
265,GP,F,17,R,LE3,T,0,0,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,3,5,4,15,14,15,B
266,GP,F,17,U,LE3,A,1,0,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,15,14,14,B
267,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,1,5,5,1,4,5,8,15,15,15,B
268,GP,M,17,R,LE3,A,1,1,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,1,3,3,2,3,4,0,12,12,12,B
269,GP,M,16,U,LE3,T,1,1,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,B
270,GP,M,16,U,GT3,T,1,1,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,B
271,GP,F,17,U,GT3,T,1,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,B
272,GP,M,17,R,GT3,T,0,0,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,5,3,3,1,1,1,2,13,14,15,B
273,GP,F,17,U,GT3,T,1,1,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,2,3,5,10,11,11,11,B
274,GP,F,17,U,GT3,T,0,0,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,5,3,2,1,1,4,10,10,9,10,C
275,GP,F,18,U,GT3,T,0,0,other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,5,4,4,1,1,3,10,12,10,11,B
276,GP,M,16,U,GT3,T,0,0,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,4,7,15,16,16,A
277,GP,F,17,U,GT3,T,0,0,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,4,1,2,5,4,11,10,11,B
278,GP,M,17,U,GT3,T,0,1,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,B
279,GP,M,22,U,GT3,T,1,0,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,D
280,GP,M,18,R,LE3,T,1,1,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,3,5,8,10,9,10,C
281,GP,M,16,U,GT3,T,0,0,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,3,2,2,4,5,0,11,12,11,B
282,GP,M,18,U,GT3,T,1,0,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,5,4,5,2,4,5,8,7,8,7,C
283,GP,M,16,U,GT3,T,1,1,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,C
284,GP,M,18,U,GT3,T,0,0,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,1,2,5,2,5,5,4,7,8,6,C
285,GP,M,16,R,GT3,T,0,0,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,1,3,2,1,3,3,2,14,13,12,B
286,GP,M,17,R,GT3,T,0,0,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,2,4,5,0,12,12,13,B
287,GP,M,17,U,LE3,T,0,0,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,0,9,10,10,C
288,GP,F,18,U,LE3,A,0,0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,5,3,4,1,3,5,2,12,12,13,B
289,GP,F,17,U,LE3,T,1,0,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,1,4,2,14,15,17,A
290,GP,F,19,U,GT3,T,0,0,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,10,10,11,B
291,GP,M,18,U,LE3,T,0,0,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,5,4,5,4,4,5,4,11,10,11,B
292,GP,F,17,R,GT3,T,1,0,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,3,5,2,11,12,14,B
293,GP,F,18,U,LE3,T,0,0,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,5,4,3,2,3,3,4,11,12,14,B
294,GP,F,18,R,GT3,T,0,0,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,1,2,3,1,1,5,4,11,11,13,B
295,GP,M,19,U,LE3,A,1,1,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,1,1,1,1,4,11,13,14,B
296,GP,M,18,U,GT3,T,0,0,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,A
297,GP,M,17,R,GT3,T,0,0,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,C
298,GP,F,17,U,LE3,T,0,0,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,1,4,1,1,1,2,2,10,11,12,B
299,GP,F,20,R,GT3,T,0,0,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,B
300,GP,F,18,U,GT3,T,1,1,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,1,1,2,1,3,2,2,15,15,15,B
301,GP,M,18,U,GT3,T,1,1,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,2,1,1,3,2,10,10,11,B
302,GP,M,18,R,GT3,T,1,0,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,B
303,GP,F,17,U,GT3,T,1,1,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,1,2,3,1,1,4,2,15,12,13,B
304,GP,F,18,U,GT3,T,0,0,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,1,3,0,11,12,13,B
305,GP,M,17,U,GT3,T,0,0,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,5,4,4,2,3,4,8,8,8,9,C
306,GP,M,18,R,LE3,A,1,1,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,5,3,4,1,6,15,16,16,A
307,GP,M,17,U,GT3,T,1,0,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,B
308,GP,F,18,R,GT3,T,1,1,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,2,2,4,8,10,11,12,B
309,GP,M,18,U,GT3,T,1,0,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,B
310,GP,F,18,R,GT3,T,0,0,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,5,3,5,1,2,3,12,8,9,10,C
311,GP,F,19,U,GT3,T,1,1,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,3,3,5,16,11,12,12,B
312,GP,F,18,U,GT3,T,0,1,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,5,5,5,1,3,2,10,16,16,16,A
313,GP,F,18,U,LE3,T,0,0,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,5,4,3,1,1,3,2,13,13,13,B
314,GP,M,17,R,GT3,T,0,0,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,1,5,2,2,2,1,2,16,17,18,A
315,GP,F,18,U,GT3,T,0,0,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,5,1,2,1,8,14,14,15,B
316,GP,F,17,U,GT3,T,0,1,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,1,6,15,16,16,A
317,GP,F,17,U,LE3,T,0,0,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,5,4,4,2,3,5,6,12,12,12,B
318,GP,F,18,R,GT3,A,1,0,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,5,1,1,1,1,5,15,12,9,10,C
319,GP,M,18,U,GT3,T,1,1,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,1,2,4,1,4,3,6,11,12,12,B
320,GP,F,18,U,GT3,T,1,1,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,1,4,4,1,1,4,2,14,12,13,B
321,GP,F,17,U,GT3,T,0,0,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,1,1,8,13,15,15,B
322,GP,F,19,R,GT3,T,1,0,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,1,3,3,4,3,3,0,9,8,10,C
323,GP,M,18,U,LE3,T,1,1,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,2,3,1,2,1,0,10,10,10,C
324,GP,M,18,U,GT3,T,0,0,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,1,4,4,2,4,4,10,10,10,11,B
325,GP,M,17,U,LE3,A,1,0,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,5,5,4,2,4,5,22,11,11,10,C
326,GP,M,17,U,LE3,A,1,0,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,4,4,3,4,3,18,13,13,13,B
327,GP,F,18,R,LE3,T,0,0,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,A
328,GP,F,18,U,GT3,T,0,0,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,B
329,GP,F,17,U,GT3,T,0,0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,B
330,GP,F,18,U,GT3,T,0,0,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,10,12,13,14,B
331,GP,M,17,U,GT3,T,0,0,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,5,3,3,1,2,4,0,12,12,12,B
332,GP,F,18,U,GT3,T,0,0,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,2,0,18,18,18,A
333,GP,F,17,U,GT3,T,0,0,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,13,14,B
334,GP,M,18,U,GT3,T,0,0,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,3,2,0,14,15,15,B
335,GP,M,18,U,LE3,A,1,1,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,A
336,GP,M,18,U,GT3,T,1,0,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,4,5,2,15,16,16,A
337,GP,F,17,U,GT3,T,1,1,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,2,2,1,2,3,0,17,18,18,A
338,GP,F,17,R,LE3,T,1,0,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,1,1,2,1,1,3,0,18,19,19,A
339,GP,M,18,R,LE3,T,1,0,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,B
340,GP,M,17,U,GT3,T,1,1,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,3,5,0,14,15,15,B
341,GP,F,19,U,GT3,T,1,1,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,3,4,2,3,2,2,14,13,13,B
342,GP,F,18,U,LE3,T,1,1,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,1,2,2,0,13,14,14,B
343,GP,F,18,U,GT3,T,1,1,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,16,17,17,A
344,GP,M,18,U,LE3,T,1,1,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,A
345,GP,F,18,U,LE3,A,1,1,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,4,1,1,4,0,14,15,15,B
346,GP,M,17,U,LE3,T,1,1,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,1,1,2,2,5,0,12,13,13,B
347,GP,F,17,R,GT3,T,1,1,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,C
